Timestamp,Device Address,Filtered_RSSI
2025-05-01 16:48:39,2C:CF:67:C8:DD:D0,-58.0
2025-05-01 16:48:43,2C:CF:67:C8:DD:D0,-70.0
2025-05-01 16:48:44,2C:CF:67:C8:DD:D0,-70.0
2025-05-01 16:48:45,2C:CF:67:C8:DD:D0,-70.0
2025-05-01 16:48:48,2C:CF:67:C8:DD:D0,-59.0
2025-05-01 16:48:49,2C:CF:67:C8:DD:D0,-59.0
2025-05-01 16:48:54,2C:CF:67:C8:DD:D0,-59.0
2025-05-01 16:48:55,2C:CF:67:C8:DD:D0,-72.0
2025-05-01 16:48:57,2C:CF:67:C8:DD:D0,-64.0
2025-05-01 16:48:58,2C:CF:67:C8:DD:D0,-72.0
2025-05-01 16:48:59,2C:CF:67:C8:DD:D0,-64.0
2025-05-01 16:49:01,2C:CF:67:C8:DD:D0,-57.0
2025-05-01 16:49:02,2C:CF:67:C8:DD:D0,-57.0
2025-05-01 16:49:03,2C:CF:67:C8:DD:D0,-64.0
2025-05-01 16:49:06,2C:CF:67:C8:DD:D0,-64.0
2025-05-01 16:49:08,2C:CF:67:C8:DD:D0,-64.0
2025-05-01 16:48:44,2C:CF:67:C8:DD:EA,-58.0
2025-05-01 16:48:45,2C:CF:67:C8:DD:EA,-59.0
2025-05-01 16:48:46,2C:CF:67:C8:DD:EA,-58.0
2025-05-01 16:48:51,2C:CF:67:C8:DD:EA,-59.0
2025-05-01 16:48:53,2C:CF:67:C8:DD:EA,-59.0
2025-05-01 16:48:55,2C:CF:67:C8:DD:EA,-59.0
2025-05-01 16:48:56,2C:CF:67:C8:DD:EA,-59.0
2025-05-01 16:49:00,2C:CF:67:C8:DD:EA,-59.0
2025-05-01 16:49:02,2C:CF:67:C8:DD:EA,-61.0
2025-05-01 16:49:03,2C:CF:67:C8:DD:EA,-61.0
2025-05-01 16:49:04,2C:CF:67:C8:DD:EA,-59.0
2025-05-01 16:49:07,2C:CF:67:C8:DD:EA,-59.0
2025-05-01 16:49:08,2C:CF:67:C8:DD:EA,-59.0
