Timestamp,Device Address,Filtered_RSSI
2025-05-01 17:10:09,2C:CF:67:C8:DD:EA,-55.0
2025-05-01 17:10:11,2C:CF:67:C8:DD:EA,-55.0
2025-05-01 17:10:13,2C:CF:67:C8:DD:EA,-55.0
2025-05-01 17:10:16,2C:CF:67:C8:DD:EA,-56.0
2025-05-01 17:10:17,2C:CF:67:C8:DD:EA,-56.0
2025-05-01 17:10:18,2C:CF:67:C8:DD:EA,-56.0
2025-05-01 17:10:20,2C:CF:67:C8:DD:EA,-56.0
2025-05-01 17:10:21,2C:CF:67:C8:DD:EA,-56.0
2025-05-01 17:10:22,2C:CF:67:C8:DD:EA,-56.0
2025-05-01 17:10:23,2C:CF:67:C8:DD:EA,-56.0
2025-05-01 17:10:25,2C:CF:67:C8:DD:EA,-56.0
2025-05-01 17:10:26,2C:CF:67:C8:DD:EA,-56.0
2025-05-01 17:10:27,2C:CF:67:C8:DD:EA,-55.0
2025-05-01 17:10:29,2C:CF:67:C8:DD:EA,-55.0
2025-05-01 17:10:30,2C:CF:67:C8:DD:EA,-55.0
2025-05-01 17:10:31,2C:CF:67:C8:DD:EA,-55.0
2025-05-01 17:10:35,2C:CF:67:C8:DD:EA,-56.0
2025-05-01 17:10:36,2C:CF:67:C8:DD:EA,-56.0
2025-05-01 17:10:39,2C:CF:67:C8:DD:EA,-55.0
2025-05-01 17:10:10,2C:CF:67:C8:DD:D0,-63.0
2025-05-01 17:10:13,2C:CF:67:C8:DD:D0,-67.0
2025-05-01 17:10:15,2C:CF:67:C8:DD:D0,-63.0
2025-05-01 17:10:16,2C:CF:67:C8:DD:D0,-63.0
2025-05-01 17:10:19,2C:CF:67:C8:DD:D0,-63.0
2025-05-01 17:10:20,2C:CF:67:C8:DD:D0,-61.0
2025-05-01 17:10:21,2C:CF:67:C8:DD:D0,-64.0
2025-05-01 17:10:24,2C:CF:67:C8:DD:D0,-67.0
2025-05-01 17:10:25,2C:CF:67:C8:DD:D0,-67.0
2025-05-01 17:10:28,2C:CF:67:C8:DD:D0,-67.0
2025-05-01 17:10:29,2C:CF:67:C8:DD:D0,-61.0
2025-05-01 17:10:30,2C:CF:67:C8:DD:D0,-61.0
2025-05-01 17:10:31,2C:CF:67:C8:DD:D0,-62.0
2025-05-01 17:10:33,2C:CF:67:C8:DD:D0,-62.0
2025-05-01 17:10:34,2C:CF:67:C8:DD:D0,-62.0
