Timestamp,Device Address,Filtered_RSSI
2025-05-01 16:56:28,2C:CF:67:C8:DD:D0,-68.0
2025-05-01 16:56:29,2C:CF:67:C8:DD:D0,-70.0
2025-05-01 16:56:31,2C:CF:67:C8:DD:D0,-68.0
2025-05-01 16:56:32,2C:CF:67:C8:DD:D0,-61.0
2025-05-01 16:56:34,2C:CF:67:C8:DD:D0,-61.0
2025-05-01 16:56:36,2C:CF:67:C8:DD:D0,-71.0
2025-05-01 16:56:37,2C:CF:67:C8:DD:D0,-71.0
2025-05-01 16:56:40,2C:CF:67:C8:DD:D0,-71.0
2025-05-01 16:56:41,2C:CF:67:C8:DD:D0,-71.0
2025-05-01 16:56:45,2C:CF:67:C8:DD:D0,-58.0
2025-05-01 16:56:46,2C:CF:67:C8:DD:D0,-58.0
2025-05-01 16:56:47,2C:CF:67:C8:DD:D0,-58.0
2025-05-01 16:56:50,2C:CF:67:C8:DD:D0,-59.0
2025-05-01 16:56:51,2C:CF:67:C8:DD:D0,-59.0
2025-05-01 16:56:52,2C:CF:67:C8:DD:D0,-59.0
2025-05-01 16:56:54,2C:CF:67:C8:DD:D0,-58.0
2025-05-01 16:56:56,2C:CF:67:C8:DD:D0,-63.0
2025-05-01 16:56:29,2C:CF:67:C8:DD:EA,-61.0
2025-05-01 16:56:30,2C:CF:67:C8:DD:EA,-62.0
2025-05-01 16:56:32,2C:CF:67:C8:DD:EA,-62.0
2025-05-01 16:56:34,2C:CF:67:C8:DD:EA,-62.0
2025-05-01 16:56:35,2C:CF:67:C8:DD:EA,-62.0
2025-05-01 16:56:38,2C:CF:67:C8:DD:EA,-62.0
2025-05-01 16:56:39,2C:CF:67:C8:DD:EA,-62.0
2025-05-01 16:56:40,2C:CF:67:C8:DD:EA,-62.0
2025-05-01 16:56:42,2C:CF:67:C8:DD:EA,-59.0
2025-05-01 16:56:43,2C:CF:67:C8:DD:EA,-64.0
2025-05-01 16:56:46,2C:CF:67:C8:DD:EA,-59.0
2025-05-01 16:56:48,2C:CF:67:C8:DD:EA,-65.0
2025-05-01 16:56:49,2C:CF:67:C8:DD:EA,-64.0
2025-05-01 16:56:51,2C:CF:67:C8:DD:EA,-64.0
2025-05-01 16:56:52,2C:CF:67:C8:DD:EA,-64.0
2025-05-01 16:56:53,2C:CF:67:C8:DD:EA,-60.0
2025-05-01 16:56:55,2C:CF:67:C8:DD:EA,-65.0
2025-05-01 16:56:56,2C:CF:67:C8:DD:EA,-62.0
