Timestamp,Device Address,Filtered_RSSI
2025-05-01 17:06:10,2C:CF:67:C8:DD:EA,-66.0
2025-05-01 17:06:11,2C:CF:67:C8:DD:EA,-65.32199203484444
2025-05-01 17:06:13,2C:CF:67:C8:DD:EA,-65.42149589318537
2025-05-01 17:06:15,2C:CF:67:C8:DD:EA,-65.49662866078107
2025-05-01 17:06:16,2C:CF:67:C8:DD:EA,-65.78927204203872
2025-05-01 17:06:17,2C:CF:67:C8:DD:EA,-65.70508508769578
2025-05-01 17:06:20,2C:CF:67:C8:DD:EA,-65.63569053311478
2025-05-01 17:06:21,2C:CF:67:C8:DD:EA,-65.66908637392186
2025-05-01 17:06:25,2C:CF:67:C8:DD:EA,-65.611501922733
2025-05-01 17:06:26,2C:CF:67:C8:DD:EA,-65.72446848037883
2025-05-01 17:06:31,2C:CF:67:C8:DD:EA,-65.74578652135432
2025-05-01 17:06:33,2C:CF:67:C8:DD:EA,-65.91251519985971
2025-05-01 17:06:10,2C:CF:67:C8:DD:D0,-63.0
2025-05-01 17:06:14,2C:CF:67:C8:DD:D0,-64.01701194773332
2025-05-01 17:06:19,2C:CF:67:C8:DD:D0,-63.57423790245904
2025-05-01 17:06:20,2C:CF:67:C8:DD:D0,-63.36978498834393
2025-05-01 17:06:21,2C:CF:67:C8:DD:D0,-63.20965752171327
2025-05-01 17:06:23,2C:CF:67:C8:DD:D0,-62.867302444066034
2025-05-01 17:06:24,2C:CF:67:C8:DD:D0,-62.68352232499211
2025-05-01 17:06:25,2C:CF:67:C8:DD:D0,-62.620864598996995
2025-05-01 17:06:27,2C:CF:67:C8:DD:D0,-63.08381612814214
2025-05-01 17:06:28,2C:CF:67:C8:DD:D0,-62.83292050350099
2025-05-01 17:06:29,2C:CF:67:C8:DD:D0,-62.30425329520425
2025-05-01 17:06:30,2C:CF:67:C8:DD:D0,-61.9858972607558
2025-05-01 17:06:32,2C:CF:67:C8:DD:D0,-61.70277175281943
2025-05-01 17:06:34,2C:CF:67:C8:DD:D0,-61.86012093925887
2025-05-01 17:06:36,2C:CF:67:C8:DD:D0,-61.935682415281406
2025-05-01 17:06:38,2C:CF:67:C8:DD:D0,-61.74673704149868
