Timestamp,Device Address,Filtered_RSSI
2025-05-01 16:34:56,2C:CF:67:C8:DD:EA,-53.0
2025-05-01 16:34:57,2C:CF:67:C8:DD:EA,-53.0
2025-05-01 16:34:58,2C:CF:67:C8:DD:EA,-53.0
2025-05-01 16:34:59,2C:CF:67:C8:DD:EA,-53.12987421646737
2025-05-01 16:35:02,2C:CF:67:C8:DD:EA,-53.23159166741969
2025-05-01 16:35:04,2C:CF:67:C8:DD:EA,-53.84687347528913
2025-05-01 16:35:07,2C:CF:67:C8:DD:EA,-54.157204546727506
2025-05-01 16:35:08,2C:CF:67:C8:DD:EA,-53.959456021972535
2025-05-01 16:35:10,2C:CF:67:C8:DD:EA,-53.79081680878305
2025-05-01 16:35:11,2C:CF:67:C8:DD:EA,-54.0519121490663
2025-05-01 16:35:13,2C:CF:67:C8:DD:EA,-54.28000749616833
2025-05-01 16:35:16,2C:CF:67:C8:DD:EA,-54.55514977532214
2025-05-01 16:35:17,2C:CF:67:C8:DD:EA,-54.799843731493425
2025-05-01 16:35:19,2C:CF:67:C8:DD:EA,-55.01903918407703
2025-05-01 16:35:20,2C:CF:67:C8:DD:EA,-54.951488066133344
2025-05-01 16:35:22,2C:CF:67:C8:DD:EA,-54.76152541453046
2025-05-01 16:35:24,2C:CF:67:C8:DD:EA,-54.5884569063043
2025-05-01 16:35:25,2C:CF:67:C8:DD:EA,-54.858372345412626
2025-05-01 16:34:56,2C:CF:67:C8:DD:D0,-57.0
2025-05-01 16:34:58,2C:CF:67:C8:DD:D0,-58.52551792159999
2025-05-01 16:35:00,2C:CF:67:C8:DD:D0,-59.328948142503116
2025-05-01 16:35:01,2C:CF:67:C8:DD:D0,-59.93559734257399
2025-05-01 16:35:02,2C:CF:67:C8:DD:D0,-61.345922503372705
2025-05-01 16:35:04,2C:CF:67:C8:DD:D0,-61.62901716418705
2025-05-01 16:35:05,2C:CF:67:C8:DD:D0,-61.567109223295525
2025-05-01 16:35:06,2C:CF:67:C8:DD:D0,-61.69846071597532
2025-05-01 16:35:07,2C:CF:67:C8:DD:D0,-61.46621958024077
2025-05-01 16:35:10,2C:CF:67:C8:DD:D0,-61.509647322450995
2025-05-01 16:35:12,2C:CF:67:C8:DD:D0,-61.93443924284831
2025-05-01 16:35:14,2C:CF:67:C8:DD:D0,-61.93928832147608
2025-05-01 16:35:15,2C:CF:67:C8:DD:D0,-61.73050534375538
2025-05-01 16:35:18,2C:CF:67:C8:DD:D0,-61.611973975223236
2025-05-01 16:35:20,2C:CF:67:C8:DD:D0,-61.438828756841914
2025-05-01 16:35:21,2C:CF:67:C8:DD:D0,-61.53930831912081
2025-05-01 16:35:24,2C:CF:67:C8:DD:D0,-61.44283779848443
