Timestamp,Device Address,Filtered_RSSI
2025-05-01 16:37:04,2C:CF:67:C8:DD:EA,-76.0
2025-05-01 16:37:05,2C:CF:67:C8:DD:EA,-74.30498008711112
2025-05-01 16:37:06,2C:CF:67:C8:DD:EA,-73.23290757303032
2025-05-01 16:37:08,2C:CF:67:C8:DD:EA,-71.64416828686521
2025-05-01 16:37:09,2C:CF:67:C8:DD:EA,-70.28296840172774
2025-05-01 16:37:14,2C:CF:67:C8:DD:EA,-69.18614532269144
2025-05-01 16:37:15,2C:CF:67:C8:DD:EA,-68.2820438545016
2025-05-01 16:37:18,2C:CF:67:C8:DD:EA,-67.79784481018599
2025-05-01 16:37:20,2C:CF:67:C8:DD:EA,-67.47098595067416
2025-05-01 16:37:22,2C:CF:67:C8:DD:EA,-67.51402590663596
2025-05-01 16:37:23,2C:CF:67:C8:DD:EA,-67.31951419572613
2025-05-01 16:37:24,2C:CF:67:C8:DD:EA,-67.59173443583094
2025-05-01 16:37:25,2C:CF:67:C8:DD:EA,-67.8338297172468
2025-05-01 16:37:27,2C:CF:67:C8:DD:EA,-67.91370682369727
2025-05-01 16:37:28,2C:CF:67:C8:DD:EA,-67.78684905671719
2025-05-01 16:37:29,2C:CF:67:C8:DD:EA,-67.80056780382725
2025-05-01 16:37:31,2C:CF:67:C8:DD:EA,-67.62505245660492
2025-05-01 16:37:32,2C:CF:67:C8:DD:EA,-67.64799321195257
2025-05-01 16:37:07,2C:CF:67:C8:DD:D0,-66.0
2025-05-01 16:37:08,2C:CF:67:C8:DD:D0,-64.4744820784
2025-05-01 16:37:12,2C:CF:67:C8:DD:D0,-63.81781098637833
2025-05-01 16:37:13,2C:CF:67:C8:DD:D0,-62.9323531264998
2025-05-01 16:37:14,2C:CF:67:C8:DD:D0,-63.29096015355222
2025-05-01 16:37:16,2C:CF:67:C8:DD:D0,-63.366589216791354
2025-05-01 16:37:17,2C:CF:67:C8:DD:D0,-64.01945026106321
2025-05-01 16:37:18,2C:CF:67:C8:DD:D0,-64.93435607753405
2025-05-01 16:37:19,2C:CF:67:C8:DD:D0,-64.68181277235949
2025-05-01 16:37:21,2C:CF:67:C8:DD:D0,-64.54498247881511
2025-05-01 16:37:22,2C:CF:67:C8:DD:D0,-65.04441110390783
2025-05-01 16:37:25,2C:CF:67:C8:DD:D0,-64.96716319246534
2025-05-01 16:37:27,2C:CF:67:C8:DD:D0,-64.89846383766255
2025-05-01 16:37:30,2C:CF:67:C8:DD:D0,-64.76842811278082
2025-05-01 16:37:31,2C:CF:67:C8:DD:D0,-64.9163568461493
