Timestamp,Device Address,Filtered_RSSI
2025-05-01 16:33:53,2C:CF:67:C8:DD:EA,-56.0
2025-05-01 16:33:54,2C:CF:67:C8:DD:EA,-57.69501991288888
2025-05-01 16:33:55,2C:CF:67:C8:DD:EA,-57.15274200927368
2025-05-01 16:33:58,2C:CF:67:C8:DD:EA,-56.87315632756286
2025-05-01 16:33:59,2C:CF:67:C8:DD:EA,-57.3555831522626
2025-05-01 16:34:00,2C:CF:67:C8:DD:EA,-57.10432710779624
2025-05-01 16:34:02,2C:CF:67:C8:DD:EA,-57.094059221972834
2025-05-01 16:34:03,2C:CF:67:C8:DD:EA,-57.54378131849902
2025-05-01 16:34:04,2C:CF:67:C8:DD:EA,-57.15272395468772
2025-05-01 16:34:09,2C:CF:67:C8:DD:EA,-56.89622207096192
2025-05-01 16:34:11,2C:CF:67:C8:DD:EA,-57.13636325394171
2025-05-01 16:34:13,2C:CF:67:C8:DD:EA,-57.27420365585034
2025-05-01 16:34:15,2C:CF:67:C8:DD:EA,-57.39679009864276
2025-05-01 16:34:16,2C:CF:67:C8:DD:EA,-57.506602336055316
2025-05-01 16:34:18,2C:CF:67:C8:DD:EA,-57.5393091880695
2025-05-01 16:34:20,2C:CF:67:C8:DD:EA,-57.69768331696156
2025-05-01 16:34:21,2C:CF:67:C8:DD:EA,-57.465944535130326
2025-05-01 16:34:22,2C:CF:67:C8:DD:EA,-57.37625232210999
2025-05-01 16:33:53,2C:CF:67:C8:DD:D0,-58.0
2025-05-01 16:33:54,2C:CF:67:C8:DD:D0,-58.84750995644444
2025-05-01 16:33:56,2C:CF:67:C8:DD:D0,-60.19072142233285
2025-05-01 16:33:57,2C:CF:67:C8:DD:D0,-60.425700059978574
2025-05-01 16:33:58,2C:CF:67:C8:DD:D0,-61.07733410125553
2025-05-01 16:33:59,2C:CF:67:C8:DD:D0,-61.92239775075354
2025-05-01 16:34:02,2C:CF:67:C8:DD:D0,-62.42213594203689
2025-05-01 16:34:03,2C:CF:67:C8:DD:D0,-64.03347905323082
2025-05-01 16:34:05,2C:CF:67:C8:DD:D0,-64.71911211120998
2025-05-01 16:34:07,2C:CF:67:C8:DD:D0,-64.09109430004955
2025-05-01 16:34:08,2C:CF:67:C8:DD:D0,-64.39352870753741
2025-05-01 16:34:12,2C:CF:67:C8:DD:D0,-64.21649583902125
2025-05-01 16:34:14,2C:CF:67:C8:DD:D0,-63.63286324497922
2025-05-01 16:34:15,2C:CF:67:C8:DD:D0,-63.79500083102473
2025-05-01 16:34:17,2C:CF:67:C8:DD:D0,-63.4108558533467
2025-05-01 16:34:20,2C:CF:67:C8:DD:D0,-63.770582411103014
2025-05-01 16:34:22,2C:CF:67:C8:DD:D0,-63.47160360145121
