Timestamp,Device Address,Filtered_RSSI
2025-05-01 17:00:44,2C:CF:67:C8:DD:D0,-67.0
2025-05-01 17:00:46,2C:CF:67:C8:DD:D0,-66.32199203484444
2025-05-01 17:00:48,2C:CF:67:C8:DD:D0,-65.39418199101517
2025-05-01 17:00:49,2C:CF:67:C8:DD:D0,-65.60273634672127
2025-05-01 17:00:52,2C:CF:67:C8:DD:D0,-65.88297577036204
2025-05-01 17:00:56,2C:CF:67:C8:DD:D0,-65.57546589211479
2025-05-01 17:00:57,2C:CF:67:C8:DD:D0,-65.42040835969959
2025-05-01 17:00:58,2C:CF:67:C8:DD:D0,-65.01519447617093
2025-05-01 17:01:00,2C:CF:67:C8:DD:D0,-64.841758171873
2025-05-01 17:01:01,2C:CF:67:C8:DD:D0,-64.69191491022289
2025-05-01 17:01:02,2C:CF:67:C8:DD:D0,-64.94786346228412
2025-05-01 17:01:04,2C:CF:67:C8:DD:D0,-65.17360902559125
2025-05-01 17:01:05,2C:CF:67:C8:DD:D0,-65.1612772617907
2025-05-01 17:01:07,2C:CF:67:C8:DD:D0,-65.08173530395624
2025-05-01 17:01:09,2C:CF:67:C8:DD:D0,-65.2751842367879
2025-05-01 17:01:10,2C:CF:67:C8:DD:D0,-65.12874961776824
2025-05-01 17:01:11,2C:CF:67:C8:DD:D0,-64.99533801894839
2025-05-01 17:00:47,2C:CF:67:C8:DD:EA,-78.0
2025-05-01 17:00:52,2C:CF:67:C8:DD:EA,-76.81348606097778
2025-05-01 17:00:53,2C:CF:67:C8:DD:EA,-74.34595349320819
2025-05-01 17:00:57,2C:CF:67:C8:DD:EA,-72.48278402380039
2025-05-01 17:00:58,2C:CF:67:C8:DD:EA,-71.49114903928475
2025-05-01 17:00:59,2C:CF:67:C8:DD:EA,-71.65208919701786
2025-05-01 17:01:01,2C:CF:67:C8:DD:EA,-70.6037093658689
2025-05-01 17:01:02,2C:CF:67:C8:DD:EA,-69.72334808434043
2025-05-01 17:01:08,2C:CF:67:C8:DD:EA,-69.7471579381269
2025-05-01 17:01:10,2C:CF:67:C8:DD:EA,-69.76772886856283
2025-05-01 17:01:14,2C:CF:67:C8:DD:EA,-69.01199375504925
