Timestamp	Reference Point	Device Address	Device Name	RSSI
2025-05-02 14:14:48	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-70
2025-05-02 14:14:48	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-65
2025-05-02 14:14:49	RS48	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-64
2025-05-02 14:14:49	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-62
2025-05-02 14:14:49	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-61
2025-05-02 14:14:50	RS48	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-81
2025-05-02 14:14:50	RS48	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-61
2025-05-02 14:14:50	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-68
2025-05-02 14:14:50	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-67
2025-05-02 14:14:51	RS48	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-66
2025-05-02 14:14:52	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-62
2025-05-02 14:14:52	RS48	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-71
2025-05-02 14:14:53	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-67
2025-05-02 14:14:53	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-63
2025-05-02 14:14:54	RS48	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-65
2025-05-02 14:14:54	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-63
2025-05-02 14:14:54	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-66
2025-05-02 14:14:55	RS48	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-74
2025-05-02 14:14:55	RS48	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-65
2025-05-02 14:14:56	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-63
2025-05-02 14:14:56	RS48	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-75
2025-05-02 14:14:57	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-66
2025-05-02 14:14:57	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-66
2025-05-02 14:14:58	RS48	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-61
2025-05-02 14:14:58	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-66
2025-05-02 14:14:58	RS48	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-74
2025-05-02 14:14:59	RS48	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-67
2025-05-02 14:14:59	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-62
2025-05-02 14:14:59	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-62
2025-05-02 14:15:00	RS48	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-62
2025-05-02 14:15:01	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-68
2025-05-02 14:15:01	RS48	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-71
2025-05-02 14:15:01	RS48	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-65
2025-05-02 14:15:02	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-67
2025-05-02 14:15:02	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-61
2025-05-02 14:15:02	RS48	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-71
2025-05-02 14:15:03	RS48	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-62
2025-05-02 14:15:03	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-61
2025-05-02 14:15:03	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-62
2025-05-02 14:15:04	RS48	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-70
2025-05-02 14:15:04	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-67
2025-05-02 14:15:05	RS48	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-72
2025-05-02 14:15:06	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-66
2025-05-02 14:15:06	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-70
2025-05-02 14:15:06	RS48	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-71
2025-05-02 14:15:07	RS48	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-63
2025-05-02 14:15:07	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-68
2025-05-02 14:15:07	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-68
2025-05-02 14:15:08	RS48	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-77
2025-05-02 14:15:08	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-69
2025-05-02 14:15:08	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-63
2025-05-02 14:15:10	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-70
2025-05-02 14:15:10	RS48	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-67
2025-05-02 14:15:10	RS48	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-61
2025-05-02 14:15:11	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-70
2025-05-02 14:15:11	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-74
2025-05-02 14:15:11	RS48	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-66
2025-05-02 14:15:12	RS48	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-70
2025-05-02 14:15:12	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-70
2025-05-02 14:15:13	RS48	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-71
2025-05-02 14:15:13	RS48	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-61
2025-05-02 14:15:13	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-61
2025-05-02 14:15:13	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-70
2025-05-02 14:15:14	RS48	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-66
2025-05-02 14:15:15	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-70
2025-05-02 14:15:15	RS48	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-69
2025-05-02 14:15:15	RS48	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-61
2025-05-02 14:15:16	RS48	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-61
2025-05-02 14:15:16	RS48	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-72
