Timestamp	Reference Point	Device Address	Device Name	RSSI
2025-05-02 13:44:22	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-60
2025-05-02 13:44:23	RS1	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-67
2025-05-02 13:44:23	RS1	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-52
2025-05-02 13:44:24	RS1	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-63
2025-05-02 13:44:24	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-62
2025-05-02 13:44:24	RS1	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-53
2025-05-02 13:44:25	RS1	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-61
2025-05-02 13:44:25	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-72
2025-05-02 13:44:25	RS1	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-71
2025-05-02 13:44:26	RS1	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-54
2025-05-02 13:44:26	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-66
2025-05-02 13:44:27	RS1	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-53
2025-05-02 13:44:27	RS1	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-70
2025-05-02 13:44:28	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-69
2025-05-02 13:44:28	RS1	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-75
2025-05-02 13:44:28	RS1	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-54
2025-05-02 13:44:29	RS1	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-65
2025-05-02 13:44:29	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-67
2025-05-02 13:44:29	RS1	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-67
2025-05-02 13:44:30	RS1	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-58
2025-05-02 13:44:30	RS1	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-67
2025-05-02 13:44:30	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-62
2025-05-02 13:44:31	RS1	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-74
2025-05-02 13:44:31	RS1	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-68
2025-05-02 13:44:31	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-64
2025-05-02 13:44:32	RS1	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-54
2025-05-02 13:44:33	RS1	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-68
2025-05-02 13:44:33	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-64
2025-05-02 13:44:33	RS1	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-86
2025-05-02 13:44:34	RS1	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-77
2025-05-02 13:44:34	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-64
2025-05-02 13:44:34	RS1	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-70
2025-05-02 13:44:35	RS1	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-59
2025-05-02 13:44:35	RS1	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-61
2025-05-02 13:44:35	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-65
2025-05-02 13:44:36	RS1	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-68
2025-05-02 13:44:36	RS1	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-64
2025-05-02 13:44:38	RS1	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-65
2025-05-02 13:44:38	RS1	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-68
2025-05-02 13:44:39	RS1	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-64
2025-05-02 13:44:39	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-79
2025-05-02 13:44:40	RS1	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-70
2025-05-02 13:44:40	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-62
2025-05-02 13:44:41	RS1	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-65
2025-05-02 13:44:41	RS1	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-54
2025-05-02 13:44:42	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-73
2025-05-02 13:44:42	RS1	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-57
2025-05-02 13:44:43	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-62
2025-05-02 13:44:44	RS1	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-54
2025-05-02 13:44:44	RS1	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-74
2025-05-02 13:44:45	RS1	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-64
2025-05-02 13:44:45	RS1	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-57
2025-05-02 13:44:45	RS1	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-64
2025-05-02 13:44:46	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-62
2025-05-02 13:44:46	RS1	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-74
2025-05-02 13:44:46	RS1	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-56
2025-05-02 13:44:47	RS1	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-68
2025-05-02 13:44:48	RS1	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-64
2025-05-02 13:44:48	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-65
2025-05-02 13:44:48	RS1	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-65
2025-05-02 13:44:49	RS1	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-57
2025-05-02 13:44:49	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-62
2025-05-02 13:44:51	RS1	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-68
2025-05-02 13:44:52	RS1	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-70
2025-05-02 13:44:52	RS1	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-71
2025-05-02 13:44:52	RS1	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-68
