Timestamp	Reference Point	Device Address	Device Name	RSSI
2025-05-02 14:09:07	RS39	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-59
2025-05-02 14:09:07	RS39	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-61
2025-05-02 14:09:07	RS39	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-59
2025-05-02 14:09:08	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-73
2025-05-02 14:09:08	RS39	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-61
2025-05-02 14:09:09	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-61
2025-05-02 14:09:09	RS39	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-62
2025-05-02 14:09:09	RS39	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-64
2025-05-02 14:09:10	RS39	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-58
2025-05-02 14:09:10	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-62
2025-05-02 14:09:11	RS39	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-63
2025-05-02 14:09:11	RS39	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-73
2025-05-02 14:09:11	RS39	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-59
2025-05-02 14:09:11	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-62
2025-05-02 14:09:12	RS39	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-62
2025-05-02 14:09:12	RS39	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-60
2025-05-02 14:09:12	RS39	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-59
2025-05-02 14:09:13	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-62
2025-05-02 14:09:13	RS39	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-62
2025-05-02 14:09:14	RS39	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-58
2025-05-02 14:09:14	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-62
2025-05-02 14:09:15	RS39	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-70
2025-05-02 14:09:15	RS39	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-59
2025-05-02 14:09:15	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-60
2025-05-02 14:09:16	RS39	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-62
2025-05-02 14:09:16	RS39	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-67
2025-05-02 14:09:17	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-61
2025-05-02 14:09:17	RS39	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-62
2025-05-02 14:09:17	RS39	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-63
2025-05-02 14:09:18	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-77
2025-05-02 14:09:18	RS39	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-70
2025-05-02 14:09:19	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-77
2025-05-02 14:09:20	RS39	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-69
2025-05-02 14:09:20	RS39	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-59
2025-05-02 14:09:20	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-61
2025-05-02 14:09:21	RS39	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-59
2025-05-02 14:09:21	RS39	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-69
2025-05-02 14:09:21	RS39	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-59
2025-05-02 14:09:22	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-62
2025-05-02 14:09:22	RS39	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-63
2025-05-02 14:09:22	RS39	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-62
2025-05-02 14:09:23	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-61
2025-05-02 14:09:24	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-62
2025-05-02 14:09:25	RS39	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-63
2025-05-02 14:09:25	RS39	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-60
2025-05-02 14:09:26	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-59
2025-05-02 14:09:27	RS39	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-61
2025-05-02 14:09:28	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-60
2025-05-02 14:09:28	RS39	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-62
2025-05-02 14:09:29	RS39	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-73
2025-05-02 14:09:29	RS39	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-60
2025-05-02 14:09:29	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-60
2025-05-02 14:09:30	RS39	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-60
2025-05-02 14:09:31	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-60
2025-05-02 14:09:31	RS39	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-71
2025-05-02 14:09:32	RS39	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-59
2025-05-02 14:09:32	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-69
2025-05-02 14:09:32	RS39	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-61
2025-05-02 14:09:33	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-63
2025-05-02 14:09:34	RS39	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-60
2025-05-02 14:09:34	RS39	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-66
2025-05-02 14:09:34	RS39	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-59
2025-05-02 14:09:35	RS39	2C:CF:67:C8:DD:D0	2C-CF-67-C8-DD-D0	-61
2025-05-02 14:09:35	RS39	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-70
2025-05-02 14:09:35	RS39	2C:CF:67:8C:3F:46	2C-CF-67-8C-3F-46	-59
2025-05-02 14:09:36	RS39	2C:CF:67:C8:DD:EA	2C-CF-67-C8-DD-EA	-63
2025-05-02 14:09:36	RS39	2C:CF:67:C8:DD:AB	2C-CF-67-C8-DD-AB	-66
